ID Cliente,Nome do Cliente,Data da Instalação,Tipo de Instalação,Endereço (Rua),Bairro,Cidade,Estado,CEP,Valor do Serviço (R$),Tipo de Pagamento,Nº Parcelas,Instituição Financeira,Origem do Cliente,Avaliação (1-5),Comentário do Cliente,Sistema (kWp),Nº de Placas,Indicação de Quem?,Vendedor Responsável
CLI1260,Emanuella Campos,2023-10-09,Residencial,"Travessa Luiz Fernando Porto, 559",Mala E Cuia,Pastor das Flores,RR,05801171,37758.23,Boleto,0,,Site da Empresa,5,Molestias id tenetur perspiciatis.,14.1,36,,Bruno Silva
CLI1261,Vitor Rezende,2024-03-11,Residencial,"Vereda Montenegro, 946",Vila Santa Monica 2ª Seção,Machado do Campo,PB,35048-017,20169.87,Financiamento Bancário,24,Itaú,Outro,1,Recusandae nulla itaque exercitationem animi.,4.2,10,,Diana Santos
CLI1262,Igor Teixeira,2024-05-26,Comercial,"Residencial Correia, 1143",Bernadete,Silva,CE,70233-349,12151.34,À Vista,0,,Google,1,Eum hic iusto nam.,9.0,30,,Diana Santos
CLI1263,Emilly Leão,2024-03-07,Comercial,"Lago Ana Cavalcante, 1060",Vila Esplanada,Nascimento das Pedras,AC,53056-916,79703.6,Boleto,0,,Mídias Sociais,5,Voluptate nam hic blanditiis quis dolor quos.,15.0,38,,Ana Clara
CLI1264,Mariane Mendes,2025-02-05,Residencial,"Trecho Marcos Vinicius Moreira, 350",Solar Do Barreiro,Novais,DF,21819423,15135.67,Cartão de Crédito,9,Mastercard,Parceria,2,Eos omnis unde.,18.9,65,,Eduardo Costa
CLI1265,Luan Oliveira,2024-12-20,Residencial,"Rodovia de Cardoso, 1001",Barão Homem De Melo 1ª Seção,Ramos do Oeste,PI,84399-255,60427.57,Cartão de Crédito,6,Mastercard,Google,4,Ex magnam minima magni nam.,11.8,36,,Eduardo Costa
CLI1266,Paulo Dias,2024-11-10,Industrial,"Conjunto de Machado, 1140",Olhos D'água,Albuquerque,PE,69165461,18396.2,Cartão de Crédito,6,Elo,Indicação,5,,14.6,45,Maria Flor Rodrigues,Carlos Oliveira
CLI1267,Cauê Caldeira,2024-04-30,Rural,"Lagoa Otto Siqueira, 1270",Pindorama,Pinto,PE,21903732,40449.79,À Vista,0,,Site da Empresa,2,,14.9,45,,Diana Santos
CLI1268,Sra. Isabela Fogaça,2023-10-08,Residencial,"Travessa de Mendonça, 1028",Nova Floresta,Castro,SE,62357834,22907.3,À Vista,0,,Mídias Sociais,5,Labore quaerat doloribus impedit natus.,13.8,35,,Eduardo Costa
CLI1269,Diego Pastor,2024-09-18,Rural,"Estrada de da Cunha, 1376",São Gabriel,Brito,PB,00765516,70119.22,Financiamento Bancário,24,Outro,Parceria,1,Impedit temporibus magnam illo.,6.9,23,,Ana Clara
CLI1270,Vitor Gabriel Costa,2025-04-29,Residencial,"Vereda Maria Julia Azevedo, 892",Senhor Dos Passos,Borges do Sul,RS,28545835,62839.44,Cartão de Crédito,6,Visa,Panfleto,2,Veritatis officiis suscipit expedita reprehenderit.,6.4,22,,Ana Clara
CLI1271,Allana Correia,2023-08-20,Residencial,"Núcleo de Ramos, 1551",Jardim Atlântico,Pimenta,MT,71829-779,45468.32,Cartão de Crédito,9,Elo,Site da Empresa,1,,6.5,18,,Eduardo Costa
CLI1272,José Barbosa,2023-06-29,Industrial,"Condomínio Sofia da Mota, 1132",Conjunto Jatoba,Monteiro do Galho,AL,43015-897,22684.31,Boleto,0,,Panfleto,3,Vero rem odit earum perferendis quam culpa.,16.7,45,,Bruno Silva
CLI1273,Caio Fogaça,2024-10-12,Industrial,"Núcleo Ryan Campos, 470",Vila De Sá,Fernandes,SC,42158589,65447.3,À Vista,0,,Outro,2,Perferendis nisi error.,7.4,25,,Eduardo Costa
CLI1274,Vitória da Mota,2024-02-27,Rural,"Núcleo de Casa Grande, 1548",Andiroba,Fogaça,MA,92888712,48984.98,Boleto,0,,Outro,2,Praesentium quas sint facilis possimus aliquam repudiandae.,13.6,45,,Eduardo Costa
CLI1275,Sra. Melissa Teixeira,2023-09-18,Industrial,"Sítio Silva, 333",Acaba Mundo,Casa Grande,AM,32069259,21919.27,À Vista,0,,Feira/Evento,4,Ipsam repellat quos quae.,2.8,8,,Carlos Oliveira
CLI1276,Sra. Aylla Araújo,2025-01-11,Residencial,"Travessa Rhavi Barros, 1286",São Vicente,Rezende da Prata,AP,11372018,5518.1,Financiamento Bancário,24,Sicoob,Feira/Evento,4,Quia dolor voluptatibus ut accusantium nesciunt ducimus voluptate.,18.4,50,,Fernanda Lima
CLI1277,Sra. Cecília Castro,2024-04-14,Comercial,"Viela Porto, 1729",Pirineus,Cunha do Norte,AM,88250-894,37088.4,Cartão de Crédito,12,Elo,Google,5,,17.3,56,,Fernanda Lima
CLI1278,Samuel da Mota,2024-08-20,Rural,"Jardim Melo, 621",Piraja,Mendonça,SC,88196814,57783.6,Financiamento Bancário,84,Itaú,Site da Empresa,5,,15.5,47,,Diana Santos
CLI1279,Henrique Silva,2024-03-30,Industrial,"Parque Anthony Vargas, 589",Ouro Minas,Cirino,RO,43295-152,38034.27,Cartão de Crédito,9,Elo,Site da Empresa,4,Reiciendis blanditiis esse incidunt doloribus impedit voluptatibus.,16.6,54,,Bruno Silva
CLI1280,Luiz Fernando Carvalho,2025-05-19,Industrial,"Viaduto de Jesus, 819",Paquetá,Duarte,BA,21981-509,68300.97,À Vista,0,,Panfleto,4,Mollitia ea voluptates vitae unde ea repellendus.,4.7,14,,Carlos Oliveira
CLI1281,Yan Cardoso,2025-03-04,Residencial,"Rodovia Benjamim Pacheco, 1983",Graça,Oliveira da Mata,MA,78786-339,76565.8,Cartão de Crédito,12,Mastercard,Indicação,4,Sunt repellat nesciunt quos.,5.6,15,Enzo Gabriel Albuquerque,Diana Santos
CLI1282,Théo Fonseca,2024-11-25,Industrial,"Alameda Pinto, 1453",Alta Tensão 1ª Seção,Rios de da Mota,AL,94928599,14512.79,Cartão de Crédito,3,Mastercard,Google,3,Explicabo placeat occaecati deserunt impedit veritatis.,12.2,37,,Ana Clara
CLI1283,Gabriela Machado,2024-09-26,Residencial,"Rodovia da Costa, 1496",Vila Minaslandia,Moura,MS,62506-021,45721.67,Boleto,0,,Site da Empresa,2,Magnam alias consectetur cupiditate.,10.4,31,,Carlos Oliveira
CLI1284,Davi Porto,2024-03-26,Residencial,"Estrada de Araújo, 663",Vila Trinta E Um De Março,Macedo de Nunes,TO,28591757,44269.11,À Vista,0,,Mídias Sociais,1,Unde ipsa sed dolorum.,10.4,28,,Bruno Silva
CLI1285,Ana Clara Mendonça,2024-11-05,Industrial,"Trecho de Melo, 1674",Outro,Aragão,PA,40880-832,19073.48,Boleto,0,,Google,4,Repudiandae magni optio natus distinctio saepe.,10.4,29,,Bruno Silva
CLI1286,Laura Moreira,2023-09-04,Rural,"Ladeira de Sá, 210",Suzana,Fogaça do Oeste,MS,88898766,79583.28,À Vista,0,,Outro,4,,4.8,12,,Ana Clara
CLI1287,Brenda Fernandes,2025-02-24,Residencial,"Morro Amanda Oliveira, 256",Gameleira,Fernandes,RN,10331502,59096.78,Financiamento Bancário,24,Bradesco,Panfleto,5,,7.6,25,,Diana Santos
CLI1288,Vinícius Silva,2023-08-18,Rural,"Chácara de Borges, 1102",Caetano Furquim,Cardoso,DF,81575-780,13221.95,Boleto,0,,Site da Empresa,5,,19.0,47,,Fernanda Lima
CLI1289,Maria Alice Vasconcelos,2023-12-09,Residencial,"Condomínio de Montenegro, 993",Paulo Vi,Abreu de Azevedo,RR,30801-477,25655.9,Boleto,0,,Parceria,4,Optio perspiciatis nostrum fugiat itaque.,6.3,18,,Bruno Silva
CLI1290,Sr. Paulo da Luz,2025-03-06,Industrial,"Trecho Sá, 1218",Pongelupe,Pastor da Praia,GO,64975-193,14067.81,À Vista,0,,Indicação,4,Quo quos pariatur iste.,14.2,41,Lucas Fonseca,Carlos Oliveira
CLI1291,Antonella Leão,2023-08-19,Industrial,"Ladeira Fonseca, 428",Cachoeirinha,Alves,MT,38873836,8440.05,Financiamento Bancário,84,Itaú,Indicação,1,,15.4,42,Dr. Bruno da Rocha,Eduardo Costa
CLI1292,Yasmin Brito,2024-07-05,Residencial,"Distrito Dias, 1095",Sagrada Família,Sampaio da Mata,RN,54956-890,41300.37,Cartão de Crédito,12,Mastercard,Feira/Evento,1,Minus voluptate deserunt et sit delectus ab.,8.4,21,,Fernanda Lima
CLI1293,Dr. Luiz Felipe Sales,2024-10-22,Residencial,"Jardim João Vitor Câmara, 1111",Ouro Preto,Moreira,SP,29616376,73884.99,Financiamento Bancário,60,Caixa Econômica Federal,Outro,5,Alias ea iure tempore rem.,6.9,22,,Bruno Silva
CLI1294,Luiz Gustavo Fernandes,2024-02-18,Industrial,"Pátio Mendes, 557",São Jorge 1ª Seção,Costa,BA,14448698,77618.75,À Vista,0,,Panfleto,3,Sequi nobis possimus eveniet ducimus error delectus ullam.,7.3,23,,Ana Clara
CLI1295,Francisco Carvalho,2024-11-04,Residencial,"Recanto Maria Eduarda Aragão, 135",Tirol,Borges,SP,31258387,26473.47,Boleto,0,,Mídias Sociais,2,Minus quos odio eaque error dolor esse perspiciatis.,14.8,42,,Carlos Oliveira
CLI1296,Guilherme Barbosa,2025-01-18,Rural,"Chácara de da Rocha, 1490",Santa Branca,Abreu do Campo,MG,62625-120,68762.77,Financiamento Bancário,84,Nubank,Outro,4,,10.3,33,,Diana Santos
CLI1297,Dr. Luiz Miguel Casa Grande,2025-02-13,Industrial,"Jardim Sabrina Carvalho, 1560",Dona Clara,Montenegro Verde,BA,00178-783,58742.49,Financiamento Bancário,36,Nubank,Google,5,,7.9,20,,Diana Santos
CLI1298,Sra. Maria Cecília Nunes,2024-05-15,Rural,"Vereda Fernanda Pires, 1015",São Marcos,da Rocha,PE,52673400,47317.9,Financiamento Bancário,60,Santander,Panfleto,3,Sequi consectetur fugit culpa ex dolore quisquam.,13.9,38,,Eduardo Costa
CLI1299,Pedro da Cruz,2023-07-21,Industrial,"Conjunto de Fernandes, 952",Vila Pinho,Martins de Novaes,GO,47027-868,33884.46,Financiamento Bancário,48,Banco do Brasil,Parceria,3,,7.4,20,,Carlos Oliveira
CLI1300,Gustavo Henrique da Mota,2023-12-28,Residencial,"Rodovia de Ramos, 1456",Silveira,Farias das Pedras,RS,77262-988,50773.25,Boleto,0,,Panfleto,1,,19.3,60,,Carlos Oliveira
CLI1301,Luan Macedo,2024-02-23,Residencial,"Quadra Mathias Pimenta, 1315",Vila Nova Gameleira 2ª Seção,Costa de Jesus,AM,12307588,50134.09,Financiamento Bancário,72,Sicoob,Google,2,Deserunt explicabo iure.,2.3,7,,Bruno Silva
CLI1302,Isaac Sá,2024-05-24,Industrial,"Condomínio João Miguel Leão, 1110",Alto Dos Pinheiros,Fernandes de Minas,PE,25370-049,13168.94,Financiamento Bancário,72,Bradesco,Outro,4,Temporibus in harum minima optio placeat.,3.5,9,,Diana Santos
CLI1303,Henry Gabriel da Mota,2024-03-05,Comercial,"Travessa Matteo Vargas, 658",Jardim São José,Cunha,PB,14498-703,45460.66,Boleto,0,,Indicação,3,Itaque quod rem tempora tempore ea.,4.2,13,Daniela Novaes,Eduardo Costa
CLI1304,Helena Guerra,2024-01-02,Industrial,"Chácara de Moura, 931",Juliana,Marques,RR,41594-950,61270.55,Boleto,0,,Panfleto,4,,19.5,64,,Eduardo Costa
CLI1305,Srta. Júlia Castro,2024-05-03,Comercial,"Via Novais, 1712",Olaria,Caldeira Paulista,RJ,73287329,46768.2,À Vista,0,,Parceria,3,,8.5,25,,Eduardo Costa
CLI1306,Dr. Miguel Sampaio,2024-01-06,Residencial,"Esplanada Vasconcelos, 1942",Vila Da Amizade,Leão,BA,74477-840,15579.72,Financiamento Bancário,36,Banco do Brasil,Feira/Evento,4,Qui expedita earum labore laborum nostrum optio.,9.0,22,,Diana Santos
CLI1307,Vicente Novais,2025-01-28,Residencial,"Passarela de Marques, 1318",Olhos D'água,Sousa,PI,46058-314,55283.79,Boleto,0,,Site da Empresa,1,Odio vel dolorem.,11.4,34,,Fernanda Lima
CLI1308,Ian Pimenta,2024-07-15,Comercial,"Lago de Gomes, 831",Vila São Dimas,da Mata de Goiás,CE,77903-293,79478.06,Boleto,0,,Mídias Sociais,3,Delectus ex voluptas blanditiis.,15.2,39,,Fernanda Lima
CLI1309,Allana Fernandes,2024-06-28,Residencial,"Estrada Luana Brito, 1301",Vila Jardim Alvorada,Lopes dos Dourados,MT,26029190,26171.66,Boleto,0,,Google,3,Nulla quo temporibus repellat cumque.,12.7,37,,Eduardo Costa
CLI1310,Eduarda Viana,2024-10-24,Residencial,"Lagoa de da Costa, 173",Confisco,Lima Verde,RR,37959-921,26001.03,À Vista,0,,Site da Empresa,3,Quis ipsam possimus quisquam.,5.1,17,,Diana Santos
CLI1311,Sophia da Rosa,2024-03-04,Industrial,"Condomínio Ísis da Cruz, 1450",Conjunto Celso Machado,Barros,RJ,42677051,50261.1,Boleto,0,,Panfleto,3,,5.4,13,,Carlos Oliveira
CLI1312,Marcelo Novais,2023-12-07,Residencial,"Área Natália Novaes, 1194",Santa Rita De Cássia,da Cunha,AC,49099-776,20669.23,À Vista,0,,Indicação,2,Delectus quo quas cumque.,5.4,16,Ágatha Caldeira,Diana Santos
CLI1313,Srta. Ana Clara da Cruz,2023-12-22,Rural,"Área Vasconcelos, 1770",Parque São Pedro,Pacheco,MS,75929-730,25059.41,À Vista,0,,Parceria,5,Unde magnam natus voluptatibus incidunt sapiente.,9.9,29,,Diana Santos
CLI1314,Dra. Maria Laura Nogueira,2024-06-25,Residencial,"Travessa Levi Casa Grande, 1064",Vila São Gabriel Jacui,Mendes da Prata,PI,10223-736,5524.32,Financiamento Bancário,24,Bradesco,Feira/Evento,3,Qui laboriosam quas ad incidunt tempore.,12.0,36,,Fernanda Lima
CLI1315,Ester Duarte,2025-02-03,Rural,"Rodovia de Barros, 538",Ouro Minas,Costela de Goiás,RJ,38355641,13079.62,Cartão de Crédito,9,Mastercard,Site da Empresa,1,Libero quae asperiores perspiciatis dicta fugiat.,18.3,49,,Diana Santos
CLI1316,Sr. Henrique Costela,2024-07-15,Industrial,"Viaduto de Aparecida, 402",Alto Barroca,Costela,AP,84478075,16838.8,À Vista,0,,Parceria,3,,9.4,32,,Ana Clara
CLI1317,Thales Costa,2024-07-25,Industrial,"Distrito de Sá, 1711",Dom Joaquim,Machado do Oeste,MT,12819-875,47490.98,Boleto,0,,Site da Empresa,2,Quo id similique beatae quas.,12.4,42,,Carlos Oliveira
CLI1318,Vitor Hugo Pires,2024-02-24,Residencial,"Estação Fonseca, 926",São Bernardo,Azevedo,RS,30129-414,65008.54,Cartão de Crédito,12,Elo,Mídias Sociais,2,Labore iusto culpa totam laboriosam.,8.7,24,,Ana Clara
CLI1319,Maria Moraes,2025-04-29,Comercial,"Residencial de Cassiano, 1529",Alípio De Melo,da Luz,MG,28167-221,56281.05,Cartão de Crédito,9,Mastercard,Indicação,3,Tempora iste voluptates.,12.7,34,Yago Viana,Ana Clara
CLI1320,Alice Mendes,2024-10-16,Rural,"Aeroporto Paulo Gonçalves, 1951",Vila Petropolis,Mendonça do Oeste,AL,74136-993,59257.06,Financiamento Bancário,36,Nubank,Indicação,3,Facere sint iste.,8.5,26,Manuela da Cruz,Ana Clara
CLI1321,Hellena Sá,2025-04-30,Industrial,"Estrada Marina Machado, 1474",Vila De Sá,Alves,RS,22043-602,71751.05,Boleto,0,,Google,4,Dolor est sed porro sit eveniet.,6.3,17,,Ana Clara
CLI1322,Lorenzo Abreu,2024-11-15,Residencial,"Viaduto Ferreira, 354",Independência,Garcia do Norte,AP,46609-120,63042.06,Boleto,0,,Site da Empresa,1,Amet sunt deserunt quibusdam similique.,11.2,36,,Fernanda Lima
CLI1323,Manuella da Luz,2024-03-11,Rural,"Condomínio Costa, 1124",São João Batista,Araújo do Sul,SP,96327-785,76352.55,Financiamento Bancário,48,Bradesco,Mídias Sociais,3,,11.0,33,,Eduardo Costa
CLI1324,Maria Cecília Siqueira,2024-11-15,Comercial,"Lago Alice Caldeira, 206",Barreiro,Melo,SC,93396513,65738.96,À Vista,0,,Google,4,Quibusdam architecto vel qui.,11.7,35,,Fernanda Lima
CLI1325,Maria Sophia Garcia,2024-04-16,Industrial,"Distrito da Mota, 967",Vitoria,Machado do Galho,RO,60626997,26726.39,Financiamento Bancário,48,Itaú,Panfleto,5,Libero perspiciatis laboriosam commodi quae dolore impedit.,14.5,41,,Carlos Oliveira
CLI1326,Sr. Benjamim da Rosa,2024-05-14,Residencial,"Setor Rodrigues, 730",Betânia,Teixeira da Prata,RJ,82772-469,17525.56,À Vista,0,,Site da Empresa,2,,10.3,35,,Eduardo Costa
CLI1327,Julia Câmara,2024-07-01,Industrial,"Colônia Camargo, 1712",Pousada Santo Antonio,Abreu de Casa Grande,PI,32871248,19773.65,Boleto,0,,Google,5,Consequuntur fuga dolores sunt consequatur commodi minima.,15.0,41,,Fernanda Lima
CLI1328,Isadora Nascimento,2023-10-18,Rural,"Sítio Siqueira, 1145",Vila Jardim Alvorada,Correia do Sul,PI,24730128,51892.22,Cartão de Crédito,3,Visa,Outro,5,Quibusdam magnam amet rerum iusto nostrum iste odio.,14.9,42,,Fernanda Lima
CLI1329,Dra. Sophie Campos,2024-01-23,Comercial,"Via de Oliveira, 1556",Vila Pinho,Alves,SC,87376-623,21883.68,Cartão de Crédito,12,Mastercard,Mídias Sociais,5,,14.9,48,,Eduardo Costa
CLI1330,Liam Santos,2023-07-03,Rural,"Vereda Bruna Ramos, 1605",Vila Real 1ª Seção,da Mota de Goiás,RS,51680600,18472.24,Boleto,0,,Google,1,,4.0,10,,Carlos Oliveira
CLI1331,Olívia Fernandes,2024-02-02,Industrial,"Lago Correia, 330",Aparecida,Garcia,PB,91713262,70220.84,À Vista,0,,Google,2,Inventore ducimus officia nam.,4.5,12,,Eduardo Costa
CLI1332,Dra. Luna Fogaça,2024-04-25,Comercial,"Conjunto Silveira, 634",Boa União 2ª Seção,Sales da Praia,GO,57466236,18564.11,Financiamento Bancário,48,Outro,Site da Empresa,3,Illum enim accusamus quidem.,4.4,14,,Ana Clara
CLI1333,Pedro Alves,2024-02-24,Comercial,"Parque Olivia Barbosa, 637",Granja De Freitas,Borges,DF,22885134,19558.6,Boleto,0,,Panfleto,5,Corrupti aliquam iste officiis vel error corporis.,11.7,39,,Carlos Oliveira
CLI1334,Srta. Maria Cecília Silva,2024-04-15,Residencial,"Chácara de Fonseca, 491",Olhos D'água,Duarte da Praia,AC,11314-546,70731.22,Cartão de Crédito,3,Elo,Google,5,Deserunt inventore animi nemo possimus at vitae.,18.2,54,,Diana Santos
CLI1335,Noah da Mota,2025-03-12,Rural,"Avenida Castro, 1467",Pedreira Padro Lopes,da Luz das Flores,RN,84770-513,23265.57,À Vista,0,,Site da Empresa,4,Tempore nobis cupiditate hic.,12.2,39,,Fernanda Lima
CLI1336,Sra. Emanuella Albuquerque,2025-02-03,Residencial,"Quadra Campos, 1437",Salgado Filho,Aragão da Prata,PR,18383-985,35798.89,Boleto,0,,Site da Empresa,5,Tempora iure asperiores itaque veritatis numquam quae.,15.5,40,,Bruno Silva
CLI1337,Dr. Theo da Luz,2024-01-26,Residencial,"Campo de Brito, 671",Independência,Montenegro,AC,41790-174,73686.5,À Vista,0,,Parceria,3,Porro aspernatur provident ipsa veritatis omnis nobis.,6.3,19,,Fernanda Lima
CLI1338,Yan Vieira,2023-08-07,Rural,"Via de Campos, 405",Dom Joaquim,Alves Alegre,MG,78531-554,37323.53,Financiamento Bancário,60,Itaú,Mídias Sociais,4,,4.9,15,,Ana Clara
CLI1339,Sr. Gabriel da Rosa,2023-09-04,Rural,"Morro Ana Clara Barros, 922",Piraja,Souza,SE,27673-167,59603.58,Cartão de Crédito,12,Elo,Indicação,1,Eum omnis veritatis earum dolorum rerum.,8.5,23,Nicolas Machado,Bruno Silva
CLI1340,Maria Julia Novais,2024-03-01,Industrial,"Chácara Lorenzo Câmara, 1714",Vale Do Jatoba,Aparecida,PE,56627-482,40454.54,Cartão de Crédito,9,Visa,Site da Empresa,2,,16.5,52,,Diana Santos
CLI1341,Luiz Gustavo Garcia,2024-06-22,Residencial,"Esplanada de Porto, 241",Bela Vitoria,Andrade,SE,53537533,37662.69,Cartão de Crédito,3,Visa,Mídias Sociais,1,,17.2,48,,Bruno Silva
CLI1342,Enzo Gabriel Guerra,2025-04-22,Industrial,"Trevo Leão, 1480",Vila São Paulo,Viana do Campo,MA,20396386,66412.7,À Vista,0,,Mídias Sociais,3,,18.1,54,,Carlos Oliveira
CLI1343,Cecília Aragão,2025-01-28,Residencial,"Aeroporto Gomes, 627",Vila Da Luz,Gomes,RN,91763148,62301.79,Cartão de Crédito,3,Elo,Outro,5,Modi praesentium culpa similique veniam.,11.8,33,,Eduardo Costa
CLI1344,Dr. Valentim Cirino,2025-04-20,Residencial,"Lago de Rocha, 1185",Cdi Jatoba,Ferreira da Praia,MS,35961467,21065.79,Financiamento Bancário,60,Itaú,Site da Empresa,4,Ex ea asperiores ex.,5.3,16,,Bruno Silva
CLI1345,Lunna Farias,2023-09-19,Rural,"Estação Mathias Cunha, 136",Xangri-Lá,Barros,PE,80081-295,72337.97,À Vista,0,,Outro,4,,13.6,46,,Diana Santos
CLI1346,Vitor Gabriel Teixeira,2024-02-21,Rural,"Esplanada de Aragão, 871",Conjunto Floramar,Dias de Monteiro,AP,67038176,71634.46,Cartão de Crédito,6,Mastercard,Outro,4,Dolorem dicta similique corrupti adipisci.,12.3,37,,Carlos Oliveira
CLI1347,Melina Nascimento,2024-04-25,Comercial,"Condomínio de Sá, 929",Frei Leopoldo,Rezende Alegre,PI,08707118,26324.44,Cartão de Crédito,6,Elo,Outro,4,Culpa nesciunt at asperiores beatae.,5.5,16,,Diana Santos
CLI1348,Dra. Jade Sampaio,2024-06-26,Residencial,"Lago Luísa Rezende, 883",Marieta 1ª Seção,Brito,PB,84885-493,55227.6,Financiamento Bancário,60,Caixa Econômica Federal,Feira/Evento,1,Tempora asperiores perferendis temporibus quam soluta ex.,5.9,18,,Eduardo Costa
CLI1349,Lucca Andrade,2024-02-09,Residencial,"Área Lucas Ramos, 335",Vila São Paulo,Fonseca de Cavalcanti,RN,56081224,57158.05,Financiamento Bancário,60,Banco do Brasil,Google,2,,12.1,41,,Ana Clara
CLI1350,Sophia Borges,2024-05-02,Residencial,"Vale de Silva, 1252",Beija Flor,Nogueira,DF,15024-297,7010.82,Financiamento Bancário,48,Nubank,Outro,1,Iure fuga fuga corporis odit tempore et.,15.4,45,,Eduardo Costa
CLI1351,Benjamin Macedo,2025-03-13,Residencial,"Área Garcia, 118",Santa Isabel,Rodrigues da Serra,RS,94540835,74380.33,À Vista,0,,Feira/Evento,4,Doloremque id animi magnam dolorem commodi repellendus.,10.0,30,,Diana Santos
CLI1352,Gael Teixeira,2024-09-02,Residencial,"Chácara de Nascimento, 463",Vila Engenho Nogueira,Camargo de Sá,AL,15672039,79826.72,Boleto,0,,Outro,5,Porro quod tenetur.,7.7,21,,Eduardo Costa
CLI1353,Laís Montenegro,2024-04-10,Industrial,"Setor Guilherme Almeida, 483",Vila Oeste,Brito,SE,14465-907,12300.09,Cartão de Crédito,6,Elo,Panfleto,2,Quaerat nesciunt voluptatibus modi deleniti.,17.2,46,,Diana Santos
CLI1354,João Miguel da Mata,2025-01-25,Industrial,"Trevo Moraes, 196",Vila Pilar,Aparecida da Praia,RO,31853018,39524.24,Cartão de Crédito,9,Visa,Parceria,1,Sapiente pariatur officia repellendus.,4.3,11,,Bruno Silva
CLI1355,Emanuelly Oliveira,2024-07-23,Comercial,"Trevo de Souza, 1745",Vila Boa Vista,Santos do Oeste,AL,86826-852,52214.45,Boleto,0,,Feira/Evento,2,Iste iure excepturi corporis aspernatur.,5.5,18,,Carlos Oliveira
CLI1356,Theodoro Araújo,2024-10-07,Residencial,"Viela Alexia Porto, 772",Santa Isabel,Sousa de Cavalcanti,MA,58376-011,72512.96,Boleto,0,,Indicação,4,Corrupti fuga expedita magnam repellendus impedit beatae.,13.2,37,Guilherme Lopes,Eduardo Costa
CLI1357,Daniel Pastor,2023-09-14,Industrial,"Quadra de Vargas, 1305",Pirineus,Andrade,DF,77321-578,43854.24,Financiamento Bancário,60,Caixa Econômica Federal,Feira/Evento,3,Neque voluptatibus aut dolores nulla fuga asperiores.,13.3,45,,Ana Clara
CLI1358,Luiz Gustavo Pires,2023-09-23,Industrial,"Residencial de Albuquerque, 1584",São Paulo,Ramos do Amparo,DF,10492-115,47838.03,Boleto,0,,Google,3,Voluptas ipsam officia nulla.,13.8,42,,Diana Santos
CLI1359,Gustavo Sales,2024-12-24,Rural,"Conjunto Azevedo, 988",Antonio Ribeiro De Abreu 1ª Seção,da Paz,AC,75792252,18588.15,Financiamento Bancário,60,Nubank,Outro,3,Labore deserunt voluptatum enim magni quia voluptatibus.,3.3,11,,Diana Santos
CLI1360,Carlos Eduardo Cunha,2024-06-11,Residencial,"Praia Laís Rezende, 1789",Vila Esplanada,Cirino,TO,32348-094,31512.83,Financiamento Bancário,60,Itaú,Feira/Evento,1,Doloremque eos iusto tempore explicabo veritatis placeat.,16.0,42,,Diana Santos
CLI1361,Maya Montenegro,2025-05-05,Comercial,"Esplanada de Rios, 1882",Planalto,Moreira Grande,RJ,04347863,50753.5,Cartão de Crédito,12,Mastercard,Site da Empresa,5,Libero quisquam soluta voluptatum quam.,11.8,39,,Bruno Silva
CLI1362,Maria Luiza Rezende,2024-05-20,Industrial,"Feira Martins, 729",Santa Tereza,Cassiano,PB,52507-841,69620.17,Financiamento Bancário,84,Outro,Outro,5,Voluptate unde quidem.,2.5,7,,Fernanda Lima
CLI1363,Alexia da Rocha,2024-02-10,Residencial,"Viela Novais, 1199",Vila Nova Gameleira 3ª Seção,Silveira do Oeste,AC,53442-298,47824.96,Cartão de Crédito,3,Mastercard,Google,1,,13.9,45,,Ana Clara
